Fraud_Case_ID,Transaction_ID,Fraud_Flag,Risk_Score,Detection_Method,Case_Status
2007898,10074991,0,0.789,Rule,Confirmed
2007899,10074095,1,0.904,Rule,Confirmed
2007900,10320443,1,0.971,Manual,Open
2007901,10198262,0,0.292,Rule,Open
2007902,10052914,0,0.25,ML Model,Open
2007903,10234770,0,0.762,ML Model,Confirmed
2007904,10235671,1,0.883,ML Model,Confirmed
2007905,10298111,0,0.792,Rule,Confirmed
2007906,10284062,0,0.628,Manual,False Positive
2007907,10306611,0,0.031,Manual,Confirmed
2007908,10084466,0,0.373,Manual,Open
2007909,10087617,0,0.726,ML Model,Open
2007910,10369616,0,0.546,Manual,Closed
2007911,10102555,0,0.334,Rule,False Positive
2007912,10116475,0,0.456,ML Model,Open
2007913,10194941,0,0.325,Manual,Open
2007914,10373875,0,0.479,ML Model,Closed
2007915,10144310,0,0.219,ML Model,False Positive
2007916,10139169,0,0.262,Rule,Open
2007917,10207682,0,0.037,Rule,Confirmed
2007918,10300438,0,0.664,Rule,Open
2007919,10186993,0,0.937,ML Model,Confirmed
2007920,10017854,0,0.542,ML Model,Closed
2007921,10291569,0,0.752,Rule,Confirmed
2007922,10331740,0,0.727,Manual,Confirmed
2007923,10294480,0,0.609,Rule,Confirmed
2007924,10133950,0,0.116,ML Model,Open
2007925,10318173,0,0.933,Rule,Confirmed
2007926,10380840,0,0.562,Manual,False Positive
2007927,10049387,0,0.864,Manual,Closed
2007928,10198451,0,0.853,ML Model,Closed
2007929,10146761,0,0.052,Rule,False Positive
2007930,10085367,0,0.143,Rule,Confirmed
2007931,10381194,0,0.874,Rule,False Positive
2007932,10178852,0,0.482,Manual,Confirmed
2007933,10380437,0,0.326,Manual,Confirmed
2007934,10257140,0,0.143,Rule,False Positive
2007935,10148917,0,0.61,Manual,Open
2007936,10190973,0,0.497,Rule,Closed
2007937,10098761,0,0.683,ML Model,False Positive
2007938,10145548,0,0.862,Rule,Confirmed
2007939,10365189,0,0.291,ML Model,False Positive
2007940,10083315,0,0.207,Rule,Open
2007941,10007468,0,0.861,Rule,Open
2007942,10390536,0,0.9,Rule,Open
2007943,10208467,0,0.886,Rule,Closed
2007944,10253605,0,0.661,ML Model,Closed
2007945,10307323,0,0.275,ML Model,False Positive
2007946,10032522,1,0.472,Rule,Open
2007947,10291355,0,0.001,ML Model,False Positive
2007948,10391546,0,0.149,ML Model,Closed
2007949,10300119,0,0.741,Rule,Confirmed
2007950,10216744,0,0.799,Rule,False Positive
2007951,10157254,0,0.821,Rule,Open
2007952,10355835,0,0.653,ML Model,Closed
2007953,10218033,0,0.228,ML Model,False Positive
2007954,10130236,0,0.603,ML Model,Open
2007955,10064272,0,0.228,Manual,Open
2007956,10367379,1,0.46,Manual,Open
2007957,10040095,0,0.696,ML Model,False Positive
2007958,10080591,0,0.031,ML Model,Open
2007959,10342560,0,0.684,ML Model,Closed
2007960,10373831,0,0.645,ML Model,Confirmed
2007961,10240501,0,0.859,ML Model,Closed
2007962,10038952,0,0.217,Manual,Open
2007963,10128541,0,0.131,Rule,Open
2007964,10006460,0,0.8,Manual,Closed
2007965,10179356,0,0.66,ML Model,Closed
2007966,10364251,0,0.561,Rule,Confirmed
2007967,10283299,0,0.639,Rule,Confirmed
2007968,10300003,0,0.571,ML Model,False Positive
2007969,10163717,1,0.009,Manual,Confirmed
2007970,10263735,0,0.734,Manual,Open
2007971,10340346,0,0.822,Rule,Closed
2007972,10210051,0,0.403,Manual,Confirmed
2007973,10391842,0,0.503,ML Model,Confirmed
2007974,10073753,0,0.046,ML Model,False Positive
2007975,10068796,0,0.757,ML Model,Closed
2007976,10005511,0,0.875,ML Model,Confirmed
2007977,10061093,0,0.359,Rule,Confirmed
2007978,10288673,0,0.648,Manual,Closed
2007979,10300581,0,0.368,ML Model,Open
2007980,10356537,0,0.451,Manual,Confirmed
2007981,10244673,1,0.204,ML Model,Closed
2007982,10304247,0,0.347,ML Model,False Positive
2007983,10392437,0,0.95,ML Model,Closed
2007984,10291281,0,0.188,Manual,Confirmed
2007985,10126156,0,0.183,ML Model,Confirmed
2007986,10275127,0,0.097,Manual,Closed
2007987,10289276,0,0.108,ML Model,Closed
2007988,10032017,0,0.549,ML Model,Confirmed
2007989,10306558,0,0.698,Manual,Confirmed
2007990,10095558,0,0.589,ML Model,False Positive
2007991,10339945,0,0.655,ML Model,Closed
2007992,10086574,0,0.651,ML Model,Open
2007993,10035290,0,0.997,ML Model,Confirmed
2007994,10389928,0,0.58,Manual,Confirmed
2007995,10022206,0,0.046,Manual,Confirmed
2007996,10329085,0,0.695,Manual,False Positive
2007997,10067006,0,0.998,Manual,Confirmed
2007998,10051806,0,0.507,Rule,Open
2007999,10301632,0,0.775,Rule,Open
2008000,10222788,0,0.864,Manual,False Positive
2008001,10096616,0,0.578,Rule,False Positive
2008002,10248436,0,0.446,ML Model,Closed
2008003,10016909,0,0.754,Manual,Confirmed
2008004,10265816,0,0.876,Rule,False Positive
2008005,10357882,0,0.721,Rule,Closed
2008006,10329427,0,0.651,ML Model,Open
2008007,10381002,1,0.155,Rule,Closed
2008008,10188230,1,0.629,Manual,False Positive
2008009,10015478,0,0.17,Rule,Confirmed
2008010,10114804,0,0.722,Manual,False Positive
2008011,10290606,0,0.798,ML Model,False Positive
2008012,10368133,0,0.017,Manual,Closed
2008013,10035793,0,0.78,Manual,Confirmed
2008014,10079165,0,0.794,ML Model,False Positive
2008015,10398096,0,0.498,Manual,Confirmed
2008016,10036755,0,0.518,Manual,Open
2008017,10279580,0,0.47,Manual,Confirmed
2008018,10109176,0,0.137,ML Model,Confirmed
2008019,10342102,0,0.388,ML Model,Open
2008020,10331304,0,0.24,Manual,Confirmed
2008021,10337776,0,0.277,Manual,False Positive
2008022,10222740,0,0.624,ML Model,False Positive
2008023,10005695,0,0.404,ML Model,Open
2008024,10284966,0,0.221,Rule,Closed
2008025,10228346,0,0.54,Rule,Closed
2008026,10127419,0,0.165,ML Model,False Positive
2008027,10150075,0,0.984,Rule,Closed
2008028,10362626,0,0.084,Rule,Confirmed
2008029,10079046,0,0.461,Manual,Closed
2008030,10256207,0,0.003,ML Model,Confirmed
2008031,10003984,0,0.578,ML Model,Open
2008032,10280126,0,0.722,ML Model,Closed
2008033,10093327,0,0.287,Manual,False Positive
2008034,10039786,0,0.102,ML Model,Closed
2008035,10002911,0,0.419,ML Model,Closed
2008036,10176495,0,0.95,ML Model,Open
2008037,10013335,0,0.623,Rule,Open
2008038,10315659,0,0.029,ML Model,Open
2008039,10183372,0,0.822,Manual,Closed
2008040,10019635,0,0.357,Manual,Confirmed
2008041,10130645,0,0.878,Rule,Closed
2008042,10285498,0,0.946,Manual,Closed
2008043,10142595,0,0.319,ML Model,False Positive
2008044,10331005,0,0.943,Manual,False Positive
2008045,10203785,0,0.187,Rule,Open
2008046,10004859,1,0.194,Manual,Closed
2008047,10050494,0,0.753,Rule,Open
2008048,10352791,0,0.022,ML Model,False Positive
2008049,10212785,0,0.381,Rule,Confirmed
2008050,10162534,0,0.176,ML Model,Closed
2008051,10247699,0,0.085,Manual,Open
2008052,10161816,0,0.79,ML Model,False Positive
2008053,10229269,0,0.08,ML Model,Closed
2008054,10166820,0,0.182,Rule,Closed
2008055,10379765,0,0.814,ML Model,False Positive
2008056,10062322,0,0.005,Manual,False Positive
2008057,10021837,0,0.497,ML Model,Closed
2008058,10251373,0,0.592,Manual,False Positive
2008059,10032221,0,0.09,Rule,Confirmed
2008060,10072150,0,0.184,Rule,False Positive
2008061,10211523,0,0.772,Manual,Closed
2008062,10153640,0,0.672,Rule,Closed
2008063,10268424,0,0.941,ML Model,Open
2008064,10209447,0,0.421,Rule,Confirmed
2008065,10256097,0,0.493,Rule,Confirmed
2008066,10290985,0,0.301,ML Model,False Positive
2008067,10037422,0,0.243,Rule,Open
2008068,10106009,0,0.637,ML Model,Confirmed
2008069,10102050,1,0.681,Rule,False Positive
2008070,10208336,0,0.536,Rule,Confirmed
2008071,10339435,0,0.709,ML Model,False Positive
2008072,10393458,0,0.07,ML Model,Open
2008073,10262441,0,0.679,Manual,False Positive
2008074,10088858,1,0.973,Manual,Open
2008075,10023135,0,0.083,ML Model,False Positive
2008076,10064959,0,0.716,Manual,Closed
2008077,10249650,0,0.563,ML Model,Confirmed
2008078,10254097,0,0.686,Manual,Open
2008079,10124926,0,0.098,Rule,Confirmed
2008080,10168591,0,0.23,ML Model,Confirmed
2008081,10397778,0,0.299,Manual,False Positive
2008082,10128451,0,0.984,Manual,Confirmed
2008083,10354940,0,0.994,Rule,Confirmed
2008084,10113998,0,0.307,Manual,Confirmed
2008085,10223490,0,0.718,Manual,Closed
2008086,10193278,0,0.778,Manual,Closed
2008087,10376802,0,0.027,ML Model,Closed
2008088,10340274,0,0.212,Rule,False Positive
2008089,10319668,0,0.028,Manual,Closed
2008090,10214184,0,0.198,Manual,Confirmed
2008091,10038713,0,0.81,Manual,Open
2008092,10252417,0,0.232,Manual,False Positive
2008093,10327886,0,0.122,Rule,Confirmed
2008094,10055028,0,0.019,Manual,Closed
2008095,10051030,0,0.818,Rule,Open
2008096,10383483,0,0.998,Manual,False Positive
2008097,10239036,1,0.889,Rule,Confirmed
2008098,10032227,0,0.781,Manual,Open
2008099,10371969,0,0.057,Manual,Confirmed
2008100,10126019,0,0.7,Manual,Confirmed
2008101,10393944,0,0.219,Manual,Closed
2008102,10004701,0,0.499,Manual,False Positive
2008103,10323698,0,0.404,ML Model,False Positive
2008104,10081174,0,0.262,Rule,Confirmed
2008105,10136253,1,0.858,Rule,Open
2008106,10111454,0,0.896,Manual,Confirmed
2008107,10368202,0,0.541,Rule,Confirmed
2008108,10310362,0,0.235,ML Model,Closed
2008109,10250544,0,0.455,Rule,Confirmed
2008110,10261875,0,0.83,Manual,Closed
2008111,10270428,0,0.715,Manual,Confirmed
2008112,10014661,0,0.89,Manual,Closed
2008113,10287917,0,0.987,Manual,False Positive
2008114,10357854,0,0.899,Rule,False Positive
2008115,10023233,0,0.003,Rule,False Positive
2008116,10144735,0,0.45,Manual,Closed
2008117,10084713,0,0.152,ML Model,Confirmed
2008118,10324452,0,0.272,Rule,False Positive
2008119,10061667,0,0.237,Manual,False Positive
2008120,10199141,0,0.49,Rule,False Positive
2008121,10369414,0,0.839,Manual,Closed
2008122,10114517,0,0.813,ML Model,Closed
2008123,10044543,0,0.62,Manual,Closed
2008124,10219927,0,0.205,ML Model,Open
2008125,10324978,0,0.284,Rule,Confirmed
2008126,10173129,0,0.268,Manual,False Positive
2008127,10218976,0,0.842,ML Model,Closed
2008128,10372147,1,0.554,ML Model,False Positive
2008129,10340264,0,0.782,ML Model,False Positive
2008130,10338625,0,0.978,Rule,False Positive
2008131,10273963,0,0.501,Rule,Confirmed
2008132,10235055,0,0.701,ML Model,Open
2008133,10396432,0,0.922,ML Model,Closed
2008134,10197923,0,0.587,ML Model,Open
2008135,10241673,0,0.821,Rule,Closed
2008136,10089583,0,0.835,ML Model,False Positive
2008137,10363028,0,0.666,Rule,Closed
2008138,10285250,0,0.068,Manual,Confirmed
2008139,10232396,1,0.357,Manual,False Positive
2008140,10048628,0,0.512,Rule,False Positive
2008141,10152262,0,0.708,ML Model,Confirmed
2008142,10241764,0,0.295,ML Model,Closed
2008143,10118218,1,0.575,Rule,Closed
2008144,10029594,0,0.809,Rule,Closed
2008145,10381388,0,0.697,Rule,False Positive
2008146,10130795,0,0.731,Manual,Confirmed
2008147,10310755,0,0.745,Rule,False Positive
2008148,10093549,0,0.874,Manual,Open
2008149,10109320,0,0.071,Manual,False Positive
2008150,10275008,0,0.477,Rule,Confirmed
2008151,10338235,0,0.007,Rule,Open
2008152,10190671,0,0.589,ML Model,False Positive
2008153,10317630,0,0.188,ML Model,Closed
2008154,10169796,0,0.105,Rule,Confirmed
2008155,10134740,0,0.223,Manual,Closed
2008156,10360625,0,0.2,Rule,Open
2008157,10161210,0,0.442,Rule,False Positive
2008158,10154694,0,0.937,ML Model,Confirmed
2008159,10290916,1,0.3,Rule,False Positive
2008160,10323895,0,0.742,ML Model,Open
2008161,10148121,0,0.846,Manual,Open
2008162,10099600,0,0.756,ML Model,False Positive
2008163,10385531,0,0.482,ML Model,False Positive
2008164,10368774,0,0.503,Manual,False Positive
2008165,10016897,0,0.963,Rule,Confirmed
2008166,10321906,0,0.262,ML Model,Confirmed
2008167,10378721,0,0.433,Manual,Open
2008168,10282843,0,0.921,ML Model,False Positive
2008169,10302228,0,0.978,Rule,Closed
2008170,10336158,0,0.229,Rule,Confirmed
2008171,10093372,0,0.448,ML Model,False Positive
2008172,10134436,1,0.99,ML Model,Open
2008173,10375403,0,0.126,Manual,Confirmed
2008174,10210944,0,0.972,Rule,Open
2008175,10145889,0,0.522,Rule,Open
2008176,10383753,0,0.413,Rule,Closed
2008177,10114380,0,0.402,ML Model,Closed
2008178,10231678,0,0.041,ML Model,Closed
2008179,10074513,0,0.02,Rule,False Positive
2008180,10305375,0,0.831,Rule,Closed
2008181,10353191,0,0.727,ML Model,Open
2008182,10242077,0,0.316,Rule,Confirmed
2008183,10297472,0,0.089,Rule,False Positive
2008184,10075129,0,0.067,Rule,Confirmed
2008185,10001106,0,0.363,ML Model,Open
2008186,10348414,0,0.034,Rule,Closed
2008187,10295556,0,0.297,ML Model,False Positive
2008188,10245935,0,0.343,ML Model,Open
2008189,10186837,0,0.941,Rule,False Positive
2008190,10129363,0,0.646,ML Model,Confirmed
2008191,10158134,0,0.766,Rule,Closed
2008192,10245476,0,0.075,Rule,Closed
2008193,10141273,1,0.92,Manual,Confirmed
2008194,10344845,0,0.725,Rule,Open
2008195,10074483,0,0.94,Manual,Closed
2008196,10024039,0,0.864,Rule,Confirmed
2008197,10251052,0,0.755,Manual,Confirmed
2008198,10366703,0,0.713,ML Model,Confirmed
2008199,10289625,0,0.534,Manual,Open
2008200,10314901,0,0.836,Manual,Confirmed
2008201,10388734,0,0.444,ML Model,Open
2008202,10320623,0,0.96,Rule,Open
2008203,10093487,0,0.323,Manual,False Positive
2008204,10388337,0,0.358,ML Model,Confirmed
2008205,10230202,0,0.038,Rule,False Positive
2008206,10251303,0,0.259,Manual,Open
2008207,10174839,0,0.46,Rule,Open
2008208,10226958,0,0.386,Manual,False Positive
2008209,10348004,0,0.08,Rule,False Positive
2008210,10062577,0,0.389,ML Model,False Positive
2008211,10335490,0,0.312,ML Model,Confirmed
2008212,10145650,0,0.41,Manual,Open
2008213,10221606,0,0.489,Manual,Closed
2008214,10310371,0,0.88,ML Model,Open
2008215,10048692,0,0.347,ML Model,Confirmed
2008216,10319549,0,0.393,ML Model,Closed
2008217,10285404,0,0.76,ML Model,False Positive
2008218,10003814,0,0.282,ML Model,Open
2008219,10259972,0,0.887,Manual,Confirmed
2008220,10152808,0,0.926,ML Model,Open
2008221,10388662,0,0.279,ML Model,Open
2008222,10284548,0,0.469,Manual,Open
2008223,10322037,0,0.875,Manual,Confirmed
2008224,10101834,0,0.164,Manual,False Positive
2008225,10366717,0,0.247,Rule,Open
2008226,10169582,0,0.271,ML Model,Closed
2008227,10374594,0,0.986,ML Model,Closed
2008228,10358074,0,0.406,Rule,Closed
2008229,10201069,1,0.653,Rule,Open
2008230,10331513,0,0.008,ML Model,Closed
2008231,10369464,0,0.86,Manual,Confirmed
2008232,10042269,0,0.782,Manual,Confirmed
2008233,10323061,0,0.534,Manual,Closed
2008234,10263079,0,0.602,Rule,Confirmed
2008235,10318299,0,0.686,Rule,Confirmed
2008236,10184385,1,0.908,Manual,Closed
2008237,10367130,0,0.963,ML Model,Open
2008238,10310897,0,0.093,Manual,Closed
2008239,10326449,0,0.625,Manual,False Positive
2008240,10157360,0,0.485,Manual,False Positive
2008241,10054877,0,0.526,Rule,False Positive
2008242,10212042,0,0.016,Rule,Open
2008243,10342927,0,0.785,ML Model,Closed
2008244,10226437,0,0.194,Manual,False Positive
2008245,10265390,0,0.362,ML Model,Open
2008246,10316512,0,0.266,Rule,Open
2008247,10172624,1,0.496,Manual,Closed
2008248,10107878,0,0.594,ML Model,Confirmed
2008249,10112940,0,0.548,Manual,Confirmed
2008250,10399802,0,0.915,ML Model,Confirmed
2008251,10050360,0,0.065,Rule,False Positive
2008252,10383189,0,0.283,Manual,Open
2008253,10348946,0,0.06,ML Model,Open
2008254,10043037,0,0.474,Rule,Confirmed
2008255,10066150,0,0.66,Rule,False Positive
2008256,10269092,0,0.825,Rule,Confirmed
2008257,10147084,0,0.973,ML Model,Closed
2008258,10047956,0,0.688,Rule,Closed
2008259,10221741,0,0.819,ML Model,False Positive
2008260,10016611,0,0.52,Rule,Confirmed
2008261,10329153,0,0.13,ML Model,False Positive
2008262,10186989,0,0.894,Rule,Confirmed
2008263,10209249,0,0.706,Manual,False Positive
2008264,10093681,0,0.149,Rule,False Positive
2008265,10206829,0,0.732,ML Model,Closed
2008266,10241526,0,0.52,ML Model,Closed
2008267,10146879,0,0.879,Rule,Open
2008268,10389711,0,0.455,Rule,Closed
2008269,10107296,1,0.321,ML Model,Confirmed
2008270,10065757,0,0.265,Manual,False Positive
2008271,10067673,0,0.889,Manual,Confirmed
2008272,10097519,0,0.256,ML Model,Confirmed
2008273,10018994,1,0.258,ML Model,Confirmed
2008274,10358162,0,0.909,Rule,Closed
2008275,10276727,0,0.709,Rule,Confirmed
2008276,10218800,0,0.524,Rule,Open
2008277,10145206,0,0.887,Manual,Closed
2008278,10155913,0,0.292,Manual,False Positive
2008279,10249613,1,0.778,ML Model,Confirmed
2008280,10207235,0,0.181,ML Model,Confirmed
2008281,10092608,0,0.499,Rule,Closed
2008282,10146457,0,0.269,Manual,False Positive
2008283,10393914,0,0.439,Rule,False Positive
2008284,10252199,0,0.264,Rule,Closed
2008285,10175008,0,0.579,Manual,False Positive
2008286,10336828,0,0.848,Rule,False Positive
2008287,10120947,0,0.572,ML Model,Closed
2008288,10252307,0,0.929,Manual,False Positive
2008289,10177985,0,0.807,Manual,Confirmed
2008290,10203803,0,0.792,ML Model,Closed
2008291,10084070,0,0.215,Manual,Open
2008292,10012010,0,0.465,ML Model,Open
2008293,10361239,0,0.375,ML Model,Open
2008294,10122012,0,0.825,ML Model,False Positive
2008295,10022268,0,0.793,ML Model,False Positive
2008296,10313887,0,0.853,Rule,Confirmed
2008297,10086474,0,0.802,ML Model,Closed
2008298,10075611,0,0.057,ML Model,False Positive
2008299,10006489,0,0.817,Manual,Confirmed
2008300,10176988,0,0.979,Manual,False Positive
2008301,10159570,0,0.942,Rule,Confirmed
2008302,10040713,0,0.207,Rule,Confirmed
2008303,10028015,0,0.109,Manual,Closed
2008304,10303915,0,0.057,Rule,Open
2008305,10200403,0,0.602,Rule,Confirmed
2008306,10070530,0,0.46,ML Model,Open
2008307,10295731,0,0.558,Rule,Open
2008308,10167664,0,0.725,Manual,Confirmed
2008309,10218029,0,0.8,ML Model,False Positive
2008310,10275671,0,0.189,Rule,Open
2008311,10013677,0,0.472,Rule,Confirmed
2008312,10356178,0,0.264,Manual,False Positive
2008313,10037004,0,0.424,Rule,Closed
2008314,10350930,1,0.981,ML Model,Closed
2008315,10056557,0,0.752,Rule,Open
2008316,10379177,0,0.379,Rule,False Positive
2008317,10099950,0,0.821,Rule,Closed
2008318,10212307,0,0.386,Manual,Open
2008319,10280836,0,0.012,Manual,False Positive
2008320,10135069,0,0.745,ML Model,Confirmed
2008321,10259789,1,0.5,Manual,Closed
2008322,10091659,0,0.821,ML Model,Confirmed
2008323,10257662,0,0.949,ML Model,Closed
2008324,10227905,0,0.03,Rule,Open
2008325,10041146,0,0.794,Manual,Closed
2008326,10099608,0,0.284,Rule,Confirmed
2008327,10155853,0,0.989,Manual,Confirmed
2008328,10339234,0,0.727,ML Model,Open
2008329,10002793,0,0.346,Rule,Closed
2008330,10393818,0,0.909,Manual,Closed
2008331,10132886,0,0.388,Manual,False Positive
2008332,10376904,0,0.775,Manual,False Positive
2008333,10322781,0,0.266,Rule,False Positive
2008334,10098471,0,0.936,Rule,False Positive
2008335,10162806,0,0.146,ML Model,Closed
2008336,10019298,0,0.01,Manual,Open
2008337,10037747,0,0.714,ML Model,False Positive
2008338,10367906,0,0.756,Rule,Closed
2008339,10070158,0,0.701,Manual,False Positive
2008340,10347869,0,0.302,ML Model,Confirmed
2008341,10378249,0,0.537,ML Model,Open
2008342,10133322,0,0.276,Rule,Open
2008343,10063886,0,0.278,Rule,Confirmed
2008344,10195390,0,0.234,Manual,Open
2008345,10315827,0,0.787,ML Model,Confirmed
2008346,10266895,0,0.258,Manual,False Positive
2008347,10318649,0,0.583,ML Model,Confirmed
2008348,10017466,0,0.552,ML Model,False Positive
2008349,10358541,0,0.453,Manual,False Positive
2008350,10128784,0,0.164,Rule,Closed
2008351,10046035,0,0.228,Manual,Closed
2008352,10331572,0,0.925,ML Model,Confirmed
2008353,10063176,0,0.895,Manual,Confirmed
2008354,10311998,0,0.375,ML Model,Confirmed
2008355,10132003,0,0.621,Rule,False Positive
2008356,10223615,0,0.74,Manual,Confirmed
2008357,10304266,0,0.386,ML Model,False Positive
2008358,10051048,0,0.023,Manual,Closed
2008359,10161972,0,0.815,Rule,Confirmed
2008360,10306220,0,0.098,ML Model,False Positive
2008361,10259695,0,0.723,Rule,False Positive
2008362,10012685,0,0.411,Manual,Open
2008363,10170340,0,0.626,ML Model,Confirmed
2008364,10045902,0,0.496,ML Model,Confirmed
2008365,10194939,0,0.325,Rule,Confirmed
2008366,10058099,0,0.993,Manual,Closed
2008367,10255520,0,0.088,Rule,Open
2008368,10119921,0,0.566,ML Model,Confirmed
2008369,10349203,0,0.744,Rule,Open
2008370,10359268,0,0.038,ML Model,Closed
2008371,10060584,0,0.664,Manual,Confirmed
2008372,10207744,0,0.492,ML Model,False Positive
2008373,10225760,1,0.16,Manual,Confirmed
2008374,10248331,0,0.546,ML Model,Confirmed
2008375,10027672,1,0.617,Rule,Open
2008376,10365698,1,0.78,Rule,Confirmed
2008377,10085447,0,0.119,ML Model,Open
2008378,10150450,0,0.584,ML Model,Closed
2008379,10176250,0,0.947,Rule,Confirmed
2008380,10101197,0,0.74,Manual,Closed
2008381,10169037,0,0.957,Rule,Closed
2008382,10086302,0,0.829,Rule,False Positive
2008383,10117809,0,0.777,Rule,False Positive
2008384,10399416,0,0.29,Rule,Confirmed
2008385,10220297,0,0.138,ML Model,Confirmed
2008386,10023421,0,0.688,ML Model,Confirmed
2008387,10088614,0,0.835,ML Model,Open
2008388,10260860,0,0.53,Rule,Confirmed
2008389,10287396,0,0.661,Rule,Open
2008390,10270341,0,0.715,Manual,False Positive
2008391,10305137,0,0.737,ML Model,Closed
2008392,10193373,0,0.677,Manual,Closed
2008393,10120402,0,0.339,Manual,Closed
2008394,10044079,0,0.735,Rule,Open
2008395,10355253,0,0.683,ML Model,Confirmed
2008396,10134044,0,0.351,Manual,Closed
2008397,10342631,0,0.008,Rule,Open
2008398,10130436,0,0.869,ML Model,Open
2008399,10093439,0,0.42,Rule,Closed
2008400,10043879,0,0.245,Manual,False Positive
2008401,10108033,1,0.447,Manual,Confirmed
2008402,10357388,0,0.987,Rule,Closed
2008403,10395204,0,0.678,Manual,Confirmed
2008404,10303400,0,0.369,Rule,Confirmed
2008405,10109162,0,0.231,Manual,False Positive
2008406,10088634,0,0.27,Rule,False Positive
2008407,10156672,0,0.742,Manual,Closed
2008408,10398705,0,0.722,Manual,Confirmed
2008409,10120344,0,0.276,Manual,Closed
2008410,10305763,0,0.604,Rule,Open
2008411,10173808,0,0.341,Manual,Confirmed
2008412,10008902,0,0.894,Rule,Closed
2008413,10010035,0,0.481,Rule,Closed
2008414,10396659,0,0.937,Rule,False Positive
2008415,10008319,1,0.096,ML Model,Open
2008416,10397687,0,0.006,Rule,False Positive
2008417,10068620,0,0.06,Rule,False Positive
2008418,10223079,0,0.712,Rule,False Positive
2008419,10232655,1,0.73,ML Model,Open
2008420,10008663,0,0.916,Rule,Closed
2008421,10113020,0,0.15,Rule,Confirmed
2008422,10245315,0,0.878,ML Model,Closed
2008423,10302416,0,0.445,ML Model,Open
2008424,10244635,0,0.249,Manual,False Positive
2008425,10207026,0,0.252,Manual,Open
2008426,10178121,0,0.624,ML Model,False Positive
2008427,10310528,0,0.174,ML Model,Closed
2008428,10022008,0,0.179,ML Model,Confirmed
2008429,10137471,0,0.22,ML Model,False Positive
2008430,10228628,0,0.054,ML Model,False Positive
2008431,10118461,1,0.817,Rule,Open
2008432,10009771,0,0.456,Manual,False Positive
2008433,10277870,0,0.694,Manual,False Positive
2008434,10066636,0,0.253,Rule,Confirmed
2008435,10202429,0,0.013,ML Model,False Positive
2008436,10238478,0,0.143,Manual,Open
2008437,10114978,0,0.232,Rule,Open
2008438,10347315,0,0.454,Rule,Open
2008439,10056943,0,0.063,Rule,Confirmed
2008440,10133149,0,0.587,Manual,Closed
2008441,10260493,0,0.618,Rule,Closed
2008442,10245738,0,0.358,Rule,Open
2008443,10381513,0,0.109,Rule,Confirmed
2008444,10367409,0,0.982,ML Model,False Positive
2008445,10206517,0,0.757,ML Model,False Positive
2008446,10003471,0,0.854,Manual,Confirmed
2008447,10235829,0,0.772,Rule,False Positive
2008448,10004015,0,0.039,Manual,Confirmed
2008449,10151737,0,0.102,Manual,Confirmed
2008450,10394583,0,0.049,Manual,False Positive
2008451,10340763,0,0.273,ML Model,Open
2008452,10165506,0,0.996,ML Model,Confirmed
2008453,10250475,0,0.262,Manual,Closed
2008454,10391529,1,0.898,Rule,Closed
2008455,10230854,0,0.039,ML Model,False Positive
2008456,10020200,0,0.265,Rule,Open
2008457,10319890,0,0.722,Manual,False Positive
2008458,10033824,0,0.124,Rule,Open
2008459,10139477,0,0.906,Manual,False Positive
2008460,10026330,0,0.532,ML Model,False Positive
2008461,10233769,0,0.353,Manual,Open
2008462,10010430,0,0.668,ML Model,False Positive
2008463,10143940,0,0.702,ML Model,False Positive
2008464,10367747,0,0.164,Rule,Confirmed
2008465,10347240,0,0.694,ML Model,Confirmed
2008466,10194600,0,0.493,Manual,False Positive
2008467,10068820,0,0.226,Rule,Confirmed
2008468,10322208,0,0.233,Manual,False Positive
2008469,10050281,0,0.031,ML Model,Open
2008470,10111563,0,0.419,Manual,Confirmed
2008471,10073461,0,0.508,ML Model,False Positive
2008472,10317354,0,0.308,Manual,False Positive
2008473,10349047,0,0.577,Manual,Closed
2008474,10268659,0,0.474,ML Model,False Positive
2008475,10307708,0,0.55,Rule,False Positive
2008476,10228077,0,0.929,Rule,Closed
2008477,10041415,0,0.296,Manual,Confirmed
2008478,10075271,0,0.809,ML Model,Confirmed
2008479,10236069,0,0.312,Manual,False Positive
2008480,10113906,0,0.823,Manual,Closed
2008481,10148952,0,0.118,Rule,Open
2008482,10369931,0,0.215,Manual,Open
2008483,10084729,0,0.359,Rule,False Positive
2008484,10181015,0,0.293,ML Model,Confirmed
2008485,10278770,0,0.146,ML Model,False Positive
2008486,10281787,0,0.187,ML Model,Confirmed
2008487,10078887,0,0.623,ML Model,False Positive
2008488,10368265,0,0.7,Rule,False Positive
2008489,10206756,0,0.458,Rule,Confirmed
2008490,10135753,0,0.776,ML Model,Closed
2008491,10372567,0,0.319,ML Model,Open
2008492,10390264,0,0.9,ML Model,Confirmed
2008493,10399330,0,0.235,ML Model,Closed
2008494,10260521,0,0.464,Rule,Closed
2008495,10070969,0,0.296,ML Model,False Positive
2008496,10317650,0,0.849,Manual,Open
2008497,10166822,0,0.725,Manual,Confirmed
2008498,10283742,0,0.101,Rule,False Positive
2008499,10261184,0,0.109,ML Model,Open
2008500,10045762,1,0.665,Rule,Closed
2008501,10164372,0,0.664,Manual,Open
2008502,10129018,0,0.373,Manual,Open
2008503,10375101,0,0.086,ML Model,Confirmed
2008504,10375569,0,0.875,ML Model,Open
